question,choices,answer_key,cot_response,predicted
"Bob's feet hurt from running barefoot on the hot pavement.  I lost his shoes, didn't know where they landed, and had to run from the corner store to his home.  About where did he run?","['a bed of nails', 'town', 'attractive consistent look', 'city block', 'ground']",D,"A: The answer must be a place where someone might run from a corner store. Of the above choices, city block makes the most sense. So the answer is (d).",D
Where would you be able to hear a bassoon played in an unpleasing fashion?,"['orchestra', 'baritone woodwind sound', 'symphony', 'play music', 'high school band']",E,"A: The answer must be a place where a bassoon might be played, and where it might be played unpleasing. Of the above choices, high school band is the most place where a bassoon might be played unpleasing. So the answer is (e).",E
John loved competing because he was very competitive.  He liked being about to divide people into what categories?,"['winners and losers', 'perform better', 'might win', 'losses', 'enemies']",A,"A: The answer must be something that is used to divide people in a competitive sense. Of the above choices, winners and losers is the most natural divide in a competitive sense. So the answer is (a).",A
The game was on sale.  I got it then because it was usually what?,"['buying', 'purchase', 'overpriced', 'way to much', 'expensive']",E,"A: The answer must be something that is the game's usually expensive. Of the above choices, expensive is the most sense. So the answer is (e).",E
What could a massive building be if it is not constructed well?,"['insubstantial', 'massless', 'dwarf', 'inconsequential', 'good']",A,"A: The answer should be a feeling of something not well constructed. Of the above choices, insubstantial is the closest feeling to something not well constructed. So the answer is (a).",A
Where could a printer be used by thousands of people?,"['school', 'home office', 'people store', 'print shop', 'newspaper office']",A,"A: The answer must be a place where thousands of people might use a printer. Of the above choices, a school is the most place where thousands of people might use a printer. So the answer is (a).",A
What could prevent someone from buying chistmas presents?,"['happiness', 'lack of money', 'stress', 'relief', 'exhiliration']",B,"A: The answer must be something that could prevent someone from buying presents. Of the above choices, lack of money is the most sense. So the answer is (b).",B
What is the hope of playing sports without competition?,"['running', 'have fun', 'balls touch', 'winning', 'get tired']",B,"A: The answer should be the feeling someone might have playing sports without competition. Of the above choices, the closest feeling is have fun. So the answer is (b).",B
What could you add a line to?,"['bus stop', 'graph', 'post office', 'grass', 'play']",B,"A: The answer must be something that can have a line. Of the above choices, only graph can have a line. So the answer is (b).",B
Joe bought a ficus.  He thought it would look good in what part of his home?,"['family room', 'tropical forest', 'flower garden', 'movie theater', 'hair salon']",A,"A: The answer must be a place where a ficus would look good. Of the above choices, family room is the most natural place for a ficus. So the answer is (a).",A
"Sarah wanted to by a new rug.  Ink spilled onto her old one.  Really, she didn't know what that thing had an inkwell in the first place.  What piece of furniture might have been on her run?","['front of door', 'bedroom', 'desk', 'table', 'living room']",C,"A: The answer must be a piece of furniture that might have an inkwell. Of the above choices, desk is the most natural place for an inkwell. So the answer is (c).",C
"When people discover something new while chatting with friends, why are they likely to continue talking?","['agreement', 'to fill their time', 'discomfort', 'misunderstanding', 'learning about']",E,"A: The answer should be the feeling that makes people continue talking. Of the above choices, learning about something new is the most likely to continue a talking. So the answer is (e).",E
How can one's views change after learning about science?,"['appreciation of nature', 'become educated', 'excitement', 'increased knowledge', 'see things differently']",E,"A: The answer should be a change in one's views after learning about science. Of the above choices, see things differently is the most about a change in views. So the answer is (e).",E
"Traveling underwater has many dangers, such as low visibility causing what?","['disorientation', 'due to', 'meeting new people', 'getting somewhere', 'relocation']",A,"A: The answer must be a something that can be a dangers of low visibility underwater. Of the above choices, disorientation is a natural feeling of getting underwater. So the answer is (a).",A
Where are people likely to stand at an intersection?,"['cars', 'city street', 'street corner', 'fork in road', 'at a red light']",C,"A: The answer must be a place where people stand at an intersection. Of the above choices, street corner is the most likely place. So the answer is (c).",C
Janet knew she was dying from her injuries because she could feel herself doing what?,"['sleeping longer', 'getting cold', 'death and decay', 'change of color', 'stop breathing']",B,"A: The answer must be something that is a natural feeling of dying. Of the above choices, getting cold is a natural feeling of dying. So the answer is (b).",B
